1,2668882,NOR,HOG,H,1,343,0,0,1,0,0,0,0,1,0,0,0,1,-1,-3
2,2668882,NOR,HOG,H,1,1649,20,0,3,6,8,2,2,2,3,1,0,0,21,6
3,2668882,NOR,HOG,H,1,1939,17,4,8,2,4,3,4,6,5,2,0,4,19,7
4,2668882,NOR,HOG,H,1,1166,6,2,3,0,2,2,4,9,4,1,1,3,13,2
5,2668882,NOR,HOG,H,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,2668882,NOR,HOG,H,1,1060,10,5,6,0,0,0,0,3,0,0,1,1,12,3
7,2668882,NOR,HOG,H,1,1810,18,5,8,1,5,5,6,5,1,1,0,3,14,15
8,2668882,NOR,HOG,H,1,1269,5,1,3,1,9,0,0,4,1,1,0,2,-1,13
9,2668882,NOR,HOG,H,1,968,5,1,3,1,1,0,0,7,3,0,1,0,14,9
10,2668882,NOR,HOG,H,1,1796,8,2,6,0,3,4,6,10,1,2,2,0,14,8
11,2668882,HOG,NOR,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,2668882,HOG,NOR,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,2668882,HOG,NOR,A,0,1971,10,1,4,2,9,2,3,5,1,0,0,3,2,-13
14,2668882,HOG,NOR,A,0,809,3,0,0,1,4,0,0,1,0,1,0,1,1,-8
15,2668882,HOG,NOR,A,0,1330,10,5,7,0,0,0,0,6,1,2,0,0,17,-8
16,2668882,HOG,NOR,A,0,1588,17,8,9,0,4,1,2,9,1,1,0,0,22,-6
17,2668882,HOG,NOR,A,0,298,0,0,0,0,0,0,0,0,0,1,0,0,1,-4
18,2668882,HOG,NOR,A,0,1603,15,2,9,2,5,5,6,5,5,1,0,3,12,-5
19,2668882,HOG,NOR,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,2668882,HOG,NOR,A,0,2400,17,4,12,2,6,3,4,4,6,2,0,4,12,-12
21,2668882,HOG,NOR,A,0,2001,5,2,4,0,0,1,2,4,1,2,0,2,7,-4
22,2668883,BOR,NAS,H,1,987,2,1,1,0,2,0,0,4,1,1,0,1,5,-3
