25015||2025-10-05|MIO|71|BDBT|74
25016||2025-10-05|TN|109|CNT|69
25018||2025-10-05|TVU|100|BS|102
25019||2025-10-05|VE|82|CRE|75
25020||2025-10-05|SS|102|VA|105
25021||2025-10-05|RE|76|UD|71
25014||2025-10-06|BOV|105|PZZ|88
25022||2025-10-11|BS|72|TN|63
25025||2025-10-11|PZZ|79|TSS|84
25027||2025-10-11|VA|61|MIO|94
25029||2025-10-11|UD|80|BOV|82
25024||2025-10-12|BDBT|107|TVU|95
25026||2025-10-12|CRE|79|SS|75
25028||2025-10-12|CNT|83|RE|78
25033||2025-10-18|VE|102|TSS|66
25031||2025-10-19|TN|89|BDBT|75
25032||2025-10-19|TVU|79|PZZ|86
25034||2025-10-19|SS|72|MIO|76
25035||2025-10-19|RE|103|VA|79
25037||2025-10-19|UD|72|BS|81
25030||2025-10-20|BOV|69|CRE|86
25045||2025-10-25|VA|74|TN|85
25038||2025-10-26|BOV|90|SS|71
25039||2025-10-26|BS|104|CNT|94
25040||2025-10-26|MIO|101|VE|88
25042||2025-10-26|TSS|92|UD|85
25043||2025-10-26|PZZ|95|RE|87
25044||2025-10-26|CRE|96|TVU|79
25047||2025-11-01|TN|83|BOV|102
25049||2025-11-01|TVU|100|TSS|107
25051||2025-11-01|SS|70|UD|88
25048||2025-11-02|BDBT|87|PZZ|76
25050||2025-11-02|VE|86|VA|75
25052||2025-11-02|RE|61|MIO|93
25053||2025-11-02|CNT|91|CRE|83
25060||2025-11-04|VA|77|BOV|83
25054||2025-11-05|BS|98|MIO|92
25057||2025-11-06|SS|100|CNT|84
25058||2025-11-06|CRE|92|TN|83
25059||2025-11-07|RE|88|TVU|89
25061||2025-11-07|UD|87|VE|94
25062||2025-11-09|BOV|80|RE|78
25063||2025-11-09|BS|98|TSS|75
25065||2025-11-09|MIO|87|TVU|63
25066||2025-11-09|TN|87|PZZ|93
25067||2025-11-09|BDBT|90|VA|87
25068||2025-11-09|VE|89|SS|76
25069||2025-11-09|CNT|90|UD|85
25055||2025-11-12|TSS|91|BDBT|81
25074||2025-11-15|CRE|113|TSS|94
25077||2025-11-15|UD|90|BDBT|94
25072||2025-11-16|PZZ|72|BS|85
25073||2025-11-16|SS|89|TN|88
25075||2025-11-16|RE|79|VE|89
25076||2025-11-16|VA|91|CNT|82
25071||2025-11-17|TVU|79|BOV|101
25078||2025-11-21|BS|83|CRE|72
25080||2025-11-22|TN|81|TVU|68
25081||2025-11-23|BDBT|90|VE|98
25082||2025-11-23|TSS|86|MIO|82
25083||2025-11-23|PZZ|86|SS|75
25084||2025-11-23|VA|59|UD|66
25085||2025-11-23|CNT|77|BOV|89
25090||2025-12-06|SS|85|TSS|80
25092||2025-12-06|RE|87|BS|93
25087||2025-12-07|MIO|94|TN|90
25089||2025-12-07|VE|101|CNT|95
25093||2025-12-07|UD|78|PZZ|71
25086||2025-12-08|BOV|92|BDBT|77
25091||2025-12-08|CRE|79|VA|87
25097||2025-12-13|TN|96|VE|90
25099||2025-12-13|TSS|92|RE|82
25094||2025-12-14|BS|102|VA|94
25096||2025-12-14|MIO|74|BOV|63
25098||2025-12-14|BDBT|118|SS|113
25100||2025-12-14|TVU|86|CNT|81
25101||2025-12-14|PZZ|102|CRE|76
25108||2025-12-20|CNT|89|MIO|94
25103||2025-12-21|VE|106|PZZ|96
25105||2025-12-21|CRE|71|BDBT|76
25106||2025-12-21|RE|77|TN|68
25107||2025-12-21|VA|84|TSS|69
25109||2025-12-21|UD|86|TVU|79
25102||2025-12-22|BOV|86|BS|76
25113||2025-12-27|TN|75|UD|82
25110||2025-12-28|BS|104|VE|93
25114||2025-12-28|BDBT|81|RE|67
25116||2025-12-28|TVU|89|SS|92
25117||2025-12-28|PZZ|98|CNT|86
25112||2025-12-29|MIO|91|CRE|74
25115||2025-12-29|TSS|66|BOV|74
25124||2026-01-03|VA|84|PZZ|80
25119||2026-01-04|MIO|85|UD|84
25120||2026-01-04|TN|89|TSS|87
25122||2026-01-04|SS|93|BS|86
25123||2026-01-04|CRE|71|RE|67
25125||2026-01-04|CNT|79|BDBT|85
25121||2026-01-05|VE|87|TVU|66
25132||2026-01-10|RE|90|SS|68
25126||2026-01-11|BS|92|BDBT|86
25128||2026-01-11|TSS|84|CNT|79
25129||2026-01-11|TVU|86|VA|83
25130||2026-01-11|VE|75|BOV|81
25133||2026-01-11|UD|82|CRE|75
25131||2026-01-12|PZZ|71|MIO|77
25136||2026-01-17|TN|85|CRE|94
25137||2026-01-17|BDBT|78|MIO|87
25134||2026-01-18|BOV|88|TVU|77
25138||2026-01-18|SS|78|PZZ|84
25139||2026-01-18|VA|94|VE|106
25140||2026-01-18|CNT|71|BS|76
25141||2026-01-18|UD|85|RE|90
25144||2026-01-24|TSS|76|SS|70
25147||2026-01-24|PZZ|76|BDBT|82
25142||2026-01-25|BS|83|UD|80
25145||2026-01-25|TVU|67|TN|88
25149||2026-01-25|RE|78|CNT|79
25143||2026-01-26|MIO|74|VA|84
25148||2026-01-26|CRE|74|BOV|84
25153||2026-01-31|BDBT|79|UD|80
25157||2026-01-31|CNT|81|VE|86
25150||2026-02-01|BOV|85|TN|87
25152||2026-02-01|MIO|81|BS|90
25154||2026-02-01|TSS|84|TVU|76
25155||2026-02-01|SS|104|CRE|86
25156||2026-02-01|VA|61|RE|76
25163||2026-02-07|CRE|89|CNT|87
25159||2026-02-08|TN|84|VA|78
25160||2026-02-08|BDBT|104|TSS|99
25162||2026-02-08|PZZ|64|VE|79
25165||2026-02-08|UD|92|SS|79
25158||2026-02-09|BS|79|BOV|87
25161||2026-02-09|TVU|71|MIO|76
25168||2026-02-14|TSS|110|PZZ|84
25172||2026-02-14|VA|98|BS|96
25166||2026-02-15|BOV|90|UD|86
25169||2026-02-15|VE|79|RE|81
25170||2026-02-15|SS|82|BDBT|89
25171||2026-02-15|CRE|67|MIO|86
25173||2026-02-15|CNT|108|TN|91
25176||2026-03-07|TN|96|SS|99
25179||2026-03-07|PZZ|71|BOV|90
25180||2026-03-07|RE|97|TSS|61
25177||2026-03-08|BDBT|85|CRE|78
25178||2026-03-08|TVU|90|VE|91
25181||2026-03-08|UD|81|VA|92
25175||2026-03-09|MIO|88|CNT|86
25184||2026-03-14|TSS|84|TN|78
25185||2026-03-14|VE|101|UD|94
25182||2026-03-15|BOV|104|MIO|94
25186||2026-03-15|SS|99|RE|102
25187||2026-03-15|CRE|78|BS|79
25188||2026-03-15|VA|91|TVU|86
25189||2026-03-15|CNT|94|PZZ|77
25190||2026-03-22|MIO|99|SS|87
25191||2026-03-22|TN|77|BS|85
25192||2026-03-22|BDBT|100|CNT|73
25193||2026-03-22|TSS|78|VE|84
25194||2026-03-22|TVU|97|CRE|94
25195||2026-03-22|PZZ|104|VA|75
25196||2026-03-22|RE|84|BOV|70
25203||2026-03-28|VA|97|BDBT|87
25198||2026-03-29|BS|92|RE|101
25200||2026-03-29|VE|87|TN|106
25201||2026-03-29|SS|103|TVU|108
25202||2026-03-29|CRE|88|PZZ|81
25204||2026-03-29|CNT|97|TSS|76
25205||2026-03-29|UD|86|MIO|83
25207||2026-04-04|BS|100|PZZ|85
25210||2026-04-04|TSS|90|VA|89
25211||2026-04-04|TVU|91|BDBT|86
25212||2026-04-04|CRE|82|UD|73
25213||2026-04-04|CNT|80|SS|78
25206||2026-04-05|BOV|82|VE|86
25208||2026-04-05|MIO|80|RE|76
25217||2026-04-11|VE|74|BS|89
25219||2026-04-11|RE|96|CRE|78
25216||2026-04-12|BDBT|103|TN|84
25218||2026-04-12|PZZ|88|TVU|71
25220||2026-04-12|VA|91|SS|90
25221||2026-04-12|UD|70|TSS|89
25214||2026-04-13|BOV|89|CNT|79
