28855||2025-09-26|DIJ|89|LEM|91
28852||2025-09-27|CHO|92|STR|74
28854||2025-09-27|LIM|96|BOU|84
28857||2025-09-27|GRA|66|PAB|109
28859||2025-09-27|BLZ|94|STQ|76
28853||2025-09-28|VIL|115|NAN|71
28858||2025-09-28|LEP|63|MON|84
28856||2025-09-30|CHA|78|NTR|86
28867||2025-10-03|CHO|92|BLZ|81
28861||2025-10-04|STR|80|LEP|75
28863||2025-10-04|NTR|101|GRA|79
28864||2025-10-04|LIM|80|DIJ|76
28865||2025-10-04|NAN|80|BOU|88
28860||2025-10-05|MON|99|CHA|104
28862||2025-10-05|STQ|76|VIL|81
28866||2025-10-06|LEM|95|PAB|89
28872||2025-10-10|NTR|91|LIM|89
28868||2025-10-11|CHA|84|STQ|82
28869||2025-10-11|VIL|91|LEM|66
28870||2025-10-11|BOU|109|LEP|79
28873||2025-10-11|DIJ|76|CHO|64
28874||2025-10-11|BLZ|65|NAN|87
28871||2025-10-12|GRA|81|STR|87
28875||2025-10-12|PAB|94|MON|99
28878||2025-10-17|STQ|86|GRA|74
28877||2025-10-18|CHO|98|CHA|79
28879||2025-10-18|STR|84|NTR|74
28880||2025-10-18|NAN|117|LIM|85
28882||2025-10-18|LEM|84|BOU|82
28883||2025-10-18|LEP|68|BLZ|75
28876||2025-10-19|VIL|98|MON|102
28881||2025-10-19|PAB|97|DIJ|92
28889||2025-10-24|LIM|80|STQ|62
28884||2025-10-25|BOU|87|CHO|93
28886||2025-10-25|LEM|107|LEP|68
28887||2025-10-25|GRA|107|NAN|79
28888||2025-10-25|DIJ|95|STR|89
28890||2025-10-25|NTR|73|VIL|76
28885||2025-10-26|CHA|67|PAB|107
28891||2025-10-26|MON|92|BLZ|85
28937||2025-10-28|LIM|74|LEP|79
28898||2025-10-31|STQ|65|NTR|89
28892||2025-11-01|VIL|85|CHA|86
28893||2025-11-01|STR|86|NAN|82
28894||2025-11-01|CHO|80|LEM|84
28895||2025-11-01|BOU|101|DIJ|81
28896||2025-11-01|LEP|87|GRA|92
28897||2025-11-02|LIM|77|MON|94
28899||2025-11-02|BLZ|73|PAB|94
28906||2025-11-07|NAN|91|CHO|87
28900||2025-11-08|GRA|62|VIL|83
28901||2025-11-08|CHA|90|DIJ|74
28902||2025-11-08|LEM|72|STR|84
28903||2025-11-08|NTR|81|LEP|74
28907||2025-11-08|BLZ|68|BOU|82
28904||2025-11-09|PAB|115|LIM|93
28905||2025-11-09|MON|92|STQ|84
28931||2025-11-11|BLZ|97|GRA|67
28910||2025-11-14|CHO|76|NTR|78
28909||2025-11-15|BOU|75|PAB|91
28911||2025-11-15|DIJ|109|GRA|83
28912||2025-11-15|LEP|78|CHA|87
28914||2025-11-15|STQ|72|NAN|84
28915||2025-11-15|STR|86|BLZ|82
28908||2025-11-16|LIM|65|VIL|81
28913||2025-11-16|LEM|84|MON|93
28917||2025-11-22|CHA|69|STR|75
28918||2025-11-22|VIL|85|DIJ|80
28919||2025-11-22|NAN|76|LEM|78
28921||2025-11-22|STQ|77|CHO|68
