10577||2025-09-26|KOR|71|LEU|69
10579||2025-09-27|BAL|64|LEI|83
10581||2025-09-27|MON|87|GRO|93
10583||2025-09-27|OOS|97|LIM|85
10585||2025-09-27|CHA|98|LWD|84
10587||2025-09-28|RCB|68|ZWO|88
10589||2025-09-28|BRU|85|AAL|89
10591||2025-09-28|ANT|90|DHE|70
10593||2025-10-03|LIM|84|BRU|85
10595||2025-10-04|DHE|84|MON|90
10597||2025-10-04|GRO|85|BAL|61
10599||2025-10-04|LEI|111|RCB|68
10601||2025-10-04|LWD|90|OOS|100
10603||2025-10-04|MEC|74|ANT|61
10605||2025-10-04|AAL|93|KOR|74
10607||2025-10-04|LEU|91|CHA|95
10609||2025-10-05|ZWO|71|DBO|79
10611||2025-10-10|KOR|89|MON|93
10615||2025-10-11|DHE|83|AAL|85
10617||2025-10-11|BAL|62|LIM|92
10619||2025-10-11|LWD|82|DBO|94
10621||2025-10-11|OOS|86|GRO|76
10623||2025-10-11|MEC|70|ZWO|66
10625||2025-10-11|LEU|52|ANT|104
10613||2025-10-12|CHA|60|LEI|87
10627||2025-10-12|BRU|85|RCB|68
10629||2025-10-17|ANT|104|KOR|80
10631||2025-10-17|RCB|74|MEC|92
10633||2025-10-17|LIM|84|LEU|75
10635||2025-10-17|CHA|64|OOS|73
10637||2025-10-18|GRO|85|AAL|78
10639||2025-10-18|LEI|108|LWD|89
10641||2025-10-18|MON|103|BAL|78
10643||2025-10-19|DBO|95|DHE|70
10645||2025-10-19|ZWO|79|BRU|91
10709||2025-10-22|LWD|94|AAL|105
10647||2025-10-23|BRU|81|OOS|96
10649||2025-10-24|RCB|93|CHA|94
10651||2025-10-24|KOR|80|GRO|76
10653||2025-10-24|LIM|91|DBO|77
10655||2025-10-25|DHE|68|LEI|84
10657||2025-10-25|BAL|71|MEC|77
10659||2025-10-25|LEU|100|LWD|96
10661||2025-10-25|AAL|81|ZWO|95
10663||2025-10-26|ANT|103|MON|63
10665||2025-10-28|GRO|86|RCB|59
10667||2025-10-31|DBO|97|KOR|94
10669||2025-11-01|MEC|118|CHA|83
10671||2025-11-01|MON|104|BRU|97
10673||2025-11-01|OOS|88|BAL|64
10675||2025-11-01|AAL|108|LEI|83
10677||2025-11-02|ZWO|83|LEU|87
10679||2025-11-02|DHE|91|LIM|83
10681||2025-11-02|LWD|73|ANT|122
10683||2025-11-07|ANT|106|AAL|103
10685||2025-11-07|LIM|94|ZWO|62
10695||2025-11-07|CHA|89|DBO|73
10697||2025-11-07|OOS|101|DHE|91
10687||2025-11-08|LEI|101|GRO|72
10689||2025-11-08|BAL|72|LWD|86
10691||2025-11-08|LEU|83|BRU|88
10693||2025-11-08|MON|76|MEC|93
10699||2025-11-09|RCB|80|KOR|110
10719||2025-11-11|GRO|82|LEU|76
10701||2025-11-14|BRU|88|CHA|69
10703||2025-11-14|LIM|79|GRO|82
10705||2025-11-14|KOR|98|BAL|47
10707||2025-11-15|LEI|98|OOS|90
10711||2025-11-15|MEC|57|LEU|81
10713||2025-11-16|RCB|103|MON|102
10715||2025-11-16|ZWO|97|DHE|82
10717||2025-11-16|DBO|78|ANT|86
10721||2025-11-21|DBO|97|BAL|60
10723||2025-11-21|KOR|82|LEI|76
10725||2025-11-22|DHE|80|BRU|83
10727||2025-11-22|AAL|108|CHA|89
10729||2025-11-22|MON|101|LWD|107
10731||2025-11-22|MEC|85|LIM|81
10733||2025-11-22|OOS|86|ZWO|73
10735||2025-11-23|ANT|103|RCB|91
10737||2025-12-05|LIM|82|KOR|64
10739||2025-12-06|BAL|78|ANT|110
10741||2025-12-06|LWD|98|RCB|85
10743||2025-12-06|LEI|107|MON|89
10745||2025-12-06|LEU|84|DHE|71
10747||2025-12-06|AAL|93|MEC|76
10749||2025-12-06|OOS|97|DBO|81
10751||2025-12-07|CHA|87|ZWO|75
10753||2025-12-07|BRU|91|GRO|76
10757||2025-12-12|BRU|97|LEI|80
10761||2025-12-13|DHE|68|MEC|76
10763||2025-12-13|BAL|85|RCB|75
10765||2025-12-13|LWD|91|KOR|97
10767||2025-12-13|LEU|76|OOS|80
10755||2025-12-14|LIM|96|CHA|74
10759||2025-12-14|GRO|74|ANT|94
10769||2025-12-14|ZWO|94|MON|96
10771||2025-12-14|DBO|98|AAL|76
10773||2025-12-17|LWD|74|BRU|84
10777||2025-12-19|KOR|87|ZWO|67
10779||2025-12-19|CHA|70|DHE|88
10781||2025-12-19|LIM|86|ANT|94
10783||2025-12-19|MON|88|DBO|93
10775||2025-12-20|RCB|82|OOS|84
10785||2025-12-20|LEI|90|LEU|72
10787||2025-12-20|MEC|93|GRO|84
10789||2025-12-20|AAL|108|BAL|73
10791||2025-12-23|ZWO|81|LEI|90
10793||2025-12-23|BAL|73|DHE|83
10795||2025-12-23|DBO|87|GRO|88
10797||2025-12-23|OOS|99|AAL|97
10799||2025-12-23|CHA|96|MON|91
10801||2025-12-23|LIM|129|LWD|78
10803||2025-12-23|KOR|104|MEC|64
10805||2025-12-23|LEU|93|RCB|64
10807||2025-12-23|BRU|78|ANT|79
10811||2025-12-26|OOS|75|KOR|85
10813||2025-12-26|MEC|85|BRU|80
10815||2025-12-26|AAL|107|LIM|98
10817||2025-12-26|MON|63|LEU|93
10819||2025-12-27|ZWO|87|BAL|58
10821||2025-12-27|LEI|89|DBO|95
10575||2026-01-06|DBO|86|MEC|75
10823||2026-01-10|ANT|98|ZWO|71
10825||2026-01-10|LEI|75|LIM|77
10827||2026-01-10|MEC|89|LWD|79
10829||2026-01-10|MON|95|OOS|115
10831||2026-01-10|LEU|91|BAL|64
10833||2026-01-11|RCB|76|AAL|106
10835||2026-01-11|BRU|76|DBO|84
10837||2026-01-11|DHE|73|KOR|84
10925||2026-01-13|AAL|103|ANT|89
10839||2026-01-16|KOR|102|ANT|93
10841||2026-01-16|LIM|106|MEC|66
10843||2026-01-17|BAL|73|GRO|86
10845||2026-01-17|CHA|96|RCB|80
10847||2026-01-17|OOS|76|LEI|61
10849||2026-01-17|AAL|105|DHE|85
10851||2026-01-18|DBO|77|ZWO|91
10853||2026-01-18|BRU|82|LEU|70
10855||2026-01-18|LWD|77|MON|64
10857||2026-01-23|RCB|73|LEI|75
10859||2026-01-23|KOR|93|AAL|82
10861||2026-01-24|DHE|76|ANT|103
10863||2026-01-24|BAL|86|MON|64
10865||2026-01-24|LWD|90|CHA|80
10867||2026-01-24|MEC|74|DBO|78
10869||2026-01-24|LEU|90|LIM|89
10873||2026-01-24|GRO|77|BRU|76
10871||2026-01-25|ZWO|63|OOS|89
10875||2026-01-30|DBO|95|LIM|79
10877||2026-01-30|ANT|81|MEC|40
10879||2026-01-31|DHE|71|LEU|66
10881||2026-01-31|GRO|105|KOR|84
10883||2026-01-31|LEI|80|BAL|65
10885||2026-01-31|OOS|94|LWD|76
10887||2026-01-31|MON|82|RCB|78
10889||2026-01-31|CHA|67|AAL|73
10891||2026-02-01|BRU|97|ZWO|75
10895||2026-02-13|ANT|113|GRO|72
